id,time_id,Time_Date,Time_Year,Time_Month,Time_Day,site_id,Site_Name,Site_Location,equipment_id,Equipment_Name,Equipment_Type,Equipment_Rated_Capacity,Equipment_Operational_Status,energy_type_id,Energy_Type_Name,weather_id,Weather_Condition,Weather_Temperature
884,884,2023-06-30 18:19:44.920375,2023,6,30,16,Tambak Lorok,Sulawesi Utara,70,Steam Turbine GeoPower X1,Condenser,1762.8,Maintenance,4,PLTU,5,Rain Showers,30.8
885,885,2025-01-24 20:07:44.920375,2025,1,24,11,Paiton,Sumatera Selatan,42,Engine Cummins KTA50,Generator Set,829.66,Degraded,6,PLTG,2,Partly Cloudy,17.4
886,886,2025-03-13 15:13:44.920375,2025,3,13,21,Patuha,Lampung,83,PLTG Boiler BioBurn R1,Gasifier,1830.46,Standby,5,PLTG,4,Overcast,24.6
887,887,2024-07-27 13:59:44.920375,2024,7,27,18,Jeneponto,Banten,33,Pelletizer BioFuel,Feeder System,243.99,Standby,5,PLTG,1,Clear,29.5
888,888,2025-01-17 11:55:44.920375,2025,1,17,5,Darajat,Sulawesi Utara,40,PLTS Panel Array Alpha,Inverter,361.24,Failed,1,PLTS,2,Partly Cloudy,28.3
889,889,2024-05-14 05:18:44.920375,2024,5,14,1,Karangkates,Jawa Timur,53,Steam Turbine GeoPower X1,Steam Turbine,1988.33,Failed,4,PLTU,5,Rain Showers,37.1
890,890,2024-09-23 22:46:44.920375,2024,9,23,15,Muara Karang,Sumatera Utara,62,PLTB Turbine Vestas V120,Gearbox,1556.51,Operational,2,PLTB,3,Cloudy,12.1
891,891,2025-01-26 02:38:44.920375,2025,1,26,15,Muara Karang,Sumatera Utara,37,PLTB Turbine G100,Turbine,134.43,Standby,2,PLTB,1,Clear,24.8
892,892,2025-02-17 07:36:44.920375,2025,2,17,18,Jeneponto,Banten,76,Cooling Tower GeoCool,Heat Exchanger,1217.78,Degraded,4,PLTU,2,Partly Cloudy,34.0
893,893,2023-05-31 14:55:44.920375,2023,5,31,7,Sibayak,Banten,37,PLTB Turbine G100,Turbine,997.15,Standby,2,PLTB,5,Rain Showers,32.0
894,894,2024-05-16 23:30:44.920375,2024,5,16,7,Sibayak,Banten,12,Steam Turbine BioSteam Z,Boiler,214.96,Operational,5,PLTG,6,Thunderstorm,21.0
895,895,2024-05-20 12:50:44.920375,2024,5,20,13,Tanjung Jati B,Jawa Barat,37,PLTB Turbine G100,Turbine,1661.67,Maintenance,2,PLTB,1,Clear,23.3
896,896,2024-06-11 00:48:44.920375,2024,6,11,22,Dieng,Sumatera Selatan,7,PLTS Panel Array Alpha,Mounting System,468.0,Degraded,1,PLTS,8,Hazy,38.7
897,897,2023-11-06 12:56:44.920375,2023,11,6,12,Suralaya,Jawa Timur,36,Wellhead Unit AlphaTherm,Wellhead,1255.96,Maintenance,4,PLTU,3,Cloudy,38.1
898,898,2024-03-30 03:41:44.920375,2024,3,30,21,Patuha,Lampung,55,PLTA Turbine T-Francis,Turbine,1419.33,Standby,3,PLTA,2,Partly Cloudy,21.7
899,899,2024-03-23 23:01:44.920375,2024,3,23,17,Sidrap,NTT,51,PLTA Turbine T-Francis,Turbine,1545.62,Operational,3,PLTA,6,Thunderstorm,16.9
900,900,2023-10-10 16:19:44.920375,2023,10,10,25,Muara Laboh,Jawa Tengah,100,Gearbox PLTBMaster,Generator,1851.52,Operational,2,PLTB,3,Cloudy,18.1
901,901,2024-08-09 01:48:44.920375,2024,8,9,17,Sidrap,NTT,92,PLTG Boiler BioBurn R1,Gasifier,704.33,Failed,5,PLTG,2,Partly Cloudy,24.0
902,902,2024-05-17 07:43:44.920375,2024,5,17,10,Mataloko,Lampung,31,Wellhead Unit AlphaTherm,Condenser,1514.17,Standby,4,PLTU,2,Partly Cloudy,13.5
903,903,2023-07-22 13:04:44.920375,2023,7,22,16,Tambak Lorok,Sulawesi Utara,42,Engine Cummins KTA50,Generator Set,232.11,Failed,6,PLTG,2,Partly Cloudy,19.7
904,904,2024-06-25 20:17:44.920375,2024,6,25,12,Suralaya,Jawa Timur,47,Fuel Tank PetroStore 50KL,Generator Set,703.91,Maintenance,6,PLTG,3,Cloudy,19.9
905,905,2023-12-01 07:17:44.920375,2023,12,1,20,Gunung Salak,Sulawesi Selatan,46,Steam Turbine BioSteam Z,Turbine,1915.92,Operational,5,PLTG,2,Partly Cloudy,16.5
906,906,2025-03-07 00:39:44.920375,2025,3,7,11,Paiton,Sumatera Selatan,70,Steam Turbine GeoPower X1,Condenser,626.06,Degraded,4,PLTU,3,Cloudy,15.7
907,907,2025-01-11 06:23:44.920375,2025,1,11,22,Dieng,Sumatera Selatan,53,Steam Turbine GeoPower X1,Steam Turbine,540.67,Maintenance,4,PLTU,2,Partly Cloudy,31.1
908,908,2023-07-25 13:04:44.920375,2023,7,25,7,Sibayak,Banten,84,PLTS Panel Array Alpha,Tracker,735.83,Degraded,1,PLTS,2,Partly Cloudy,11.7
909,909,2024-11-30 22:32:44.920375,2024,11,30,25,Muara Laboh,Jawa Tengah,83,PLTG Boiler BioBurn R1,Gasifier,282.09,Degraded,5,PLTG,5,Rain Showers,22.2
910,910,2023-09-16 06:59:44.920375,2023,9,16,3,Saguling,Jawa Tengah,98,Wellhead Unit AlphaTherm,Steam Turbine,937.37,Maintenance,4,PLTU,2,Partly Cloudy,34.8
911,911,2025-02-11 06:04:44.920375,2025,2,11,12,Suralaya,Jawa Timur,6,PLTS Panel B-Series X,Mounting System,1238.19,Failed,1,PLTS,7,Foggy,25.7
912,912,2024-10-21 22:33:44.920375,2024,10,21,16,Tambak Lorok,Sulawesi Utara,63,Wellhead Unit AlphaTherm,Steam Turbine,770.34,Standby,4,PLTU,3,Cloudy,14.9
913,913,2023-09-29 22:03:44.920375,2023,9,29,15,Muara Karang,Sumatera Utara,36,Wellhead Unit AlphaTherm,Wellhead,384.83,Operational,4,PLTU,3,Cloudy,13.9
914,914,2025-05-13 16:10:44.920375,2025,5,13,3,Saguling,Jawa Tengah,35,Pelletizer BioFuel,Gasifier,1693.75,Degraded,5,PLTG,2,Partly Cloudy,16.7
915,915,2023-11-04 10:10:44.920375,2023,11,4,22,Dieng,Sumatera Selatan,61,Inverter SolMax 5000,Inverter,297.71,Failed,1,PLTS,8,Hazy,27.8
916,916,2024-10-21 12:03:44.920375,2024,10,21,22,Dieng,Sumatera Selatan,34,Steam Turbine GeoPower X1,Wellhead,1579.44,Failed,4,PLTU,3,Cloudy,30.4
917,917,2023-08-31 06:41:44.920375,2023,8,31,6,Wayang PLTBu,NTT,3,Pelletizer BioFuel,Turbine,348.87,Failed,5,PLTG,5,Rain Showers,28.9
918,918,2024-10-20 13:41:44.920375,2024,10,20,6,Wayang PLTBu,NTT,48,PLTA Turbine T-Francis,Spillway Gate,1206.45,Failed,3,PLTA,5,Rain Showers,16.4
919,919,2024-06-22 02:09:44.920375,2024,6,22,8,Lahendong,DKI Jakarta,52,PLTG Boiler BioBurn R1,Gasifier,1806.21,Degraded,5,PLTG,5,Rain Showers,38.9
920,920,2025-02-28 22:15:44.920375,2025,2,28,17,Sidrap,NTT,57,Gearbox PLTBMaster,Turbine,1807.27,Operational,2,PLTB,3,Cloudy,13.6
921,921,2024-04-28 05:10:44.920375,2024,4,28,10,Mataloko,Lampung,55,PLTA Turbine T-Francis,Turbine,1371.76,Operational,3,PLTA,3,Cloudy,13.0
922,922,2023-06-24 01:36:44.920375,2023,6,24,25,Muara Laboh,Jawa Tengah,45,PLTG Generator CAT D1000,Fuel System,545.48,Maintenance,6,PLTG,4,Overcast,31.3
923,923,2024-05-17 22:01:44.920375,2024,5,17,20,Gunung Salak,Sulawesi Selatan,33,Pelletizer BioFuel,Feeder System,674.88,Standby,5,PLTG,3,Cloudy,14.5
924,924,2025-01-07 05:47:44.920375,2025,1,7,21,Patuha,Lampung,3,Pelletizer BioFuel,Turbine,232.21,Maintenance,5,PLTG,3,Cloudy,12.0
925,925,2023-08-30 09:37:44.920375,2023,8,30,22,Dieng,Sumatera Selatan,75,Kaplan Turbine FlowMax,Generator,1742.64,Degraded,3,PLTA,2,Partly Cloudy,16.8
926,926,2024-03-31 02:25:44.920375,2024,3,31,6,Wayang PLTBu,NTT,7,PLTS Panel Array Alpha,Mounting System,1243.44,Maintenance,1,PLTS,2,Partly Cloudy,31.9
927,927,2023-11-07 13:51:44.920375,2023,11,7,20,Gunung Salak,Sulawesi Selatan,13,PLTS Panel Array Alpha,Photovoltaic Panel,721.83,Standby,1,PLTS,6,Thunderstorm,37.4
928,928,2025-02-13 16:34:44.920375,2025,2,13,3,Saguling,Jawa Tengah,80,Central Inverter SunGrow,Mounting System,289.97,Failed,1,PLTS,2,Partly Cloudy,17.8
929,929,2024-02-08 06:54:44.920375,2024,2,8,22,Dieng,Sumatera Selatan,86,Steam Turbine GeoPower X1,Heat Exchanger,1786.09,Failed,4,PLTU,5,Rain Showers,21.9
930,930,2023-07-22 03:10:44.920375,2023,7,22,5,Darajat,Sulawesi Utara,63,Wellhead Unit AlphaTherm,Steam Turbine,1175.61,Failed,4,PLTU,7,Foggy,35.1
931,931,2024-11-14 11:32:44.920375,2024,11,14,19,Likupang,DKI Jakarta,26,PLTS Panel B-Series X,Mounting System,1328.29,Failed,1,PLTS,4,Overcast,11.5
932,932,2024-08-21 20:33:44.920375,2024,8,21,14,Grati,Jawa Tengah,18,Gearbox PLTBMaster,Turbine,902.08,Failed,2,PLTB,1,Clear,25.8
933,933,2025-04-30 20:32:44.920375,2025,4,30,8,Lahendong,DKI Jakarta,14,Central Inverter SunGrow,Photovoltaic Panel,670.21,Degraded,1,PLTS,7,Foggy,33.4
934,934,2023-12-10 01:57:44.920375,2023,12,10,4,Kamojang,Sumatera Utara,49,Kaplan Turbine FlowMax,Generator,699.63,Failed,3,PLTA,8,Hazy,14.4
935,935,2023-09-24 10:06:44.920375,2023,9,24,25,Muara Laboh,Jawa Tengah,86,Steam Turbine GeoPower X1,Heat Exchanger,368.75,Failed,4,PLTU,5,Rain Showers,17.0
936,936,2023-12-11 21:01:44.920375,2023,12,11,6,Wayang PLTBu,NTT,100,Gearbox PLTBMaster,Generator,123.17,Failed,2,PLTB,2,Partly Cloudy,21.8
937,937,2024-02-19 05:26:44.920375,2024,2,19,10,Mataloko,Lampung,28,PLTB Turbine Vestas V120,Generator,1689.34,Failed,2,PLTB,1,Clear,32.5
938,938,2025-03-24 20:12:44.920375,2025,3,24,15,Muara Karang,Sumatera Utara,87,Binary Cycle Plant GeoFlow,Condenser,183.32,Maintenance,4,PLTU,3,Cloudy,12.7
939,939,2023-07-12 05:12:44.920375,2023,7,12,5,Darajat,Sulawesi Utara,55,PLTA Turbine T-Francis,Turbine,616.43,Standby,3,PLTA,7,Foggy,30.6
940,940,2024-01-14 00:40:44.920375,2024,1,14,3,Saguling,Jawa Tengah,59,Pelton Wheel AquaForce,Turbine,1054.79,Standby,3,PLTA,3,Cloudy,36.2
941,941,2024-08-09 13:53:44.920375,2024,8,9,16,Tambak Lorok,Sulawesi Utara,78,Gasifier WoodChip X200,Turbine,171.59,Maintenance,5,PLTG,4,Overcast,34.1
942,942,2024-06-26 05:19:44.920375,2024,6,26,24,Rantau Dedap,Jawa Barat,13,PLTS Panel Array Alpha,Photovoltaic Panel,683.52,Operational,1,PLTS,6,Thunderstorm,30.3
943,943,2025-05-06 21:17:44.920375,2025,5,6,19,Likupang,DKI Jakarta,58,Steam Turbine GeoPower X1,Wellhead,984.02,Maintenance,4,PLTU,3,Cloudy,32.2
944,944,2025-03-13 06:27:44.920375,2025,3,13,3,Saguling,Jawa Tengah,74,Steam Turbine BioSteam Z,Gasifier,1312.37,Operational,5,PLTG,2,Partly Cloudy,37.2
945,945,2024-06-14 13:20:44.920375,2024,6,14,12,Suralaya,Jawa Timur,37,PLTB Turbine G100,Turbine,454.65,Failed,2,PLTB,6,Thunderstorm,18.7
946,946,2025-05-12 16:11:44.920375,2025,5,12,20,Gunung Salak,Sulawesi Selatan,34,Steam Turbine GeoPower X1,Wellhead,342.02,Standby,4,PLTU,4,Overcast,23.9
947,947,2024-07-07 23:05:44.920375,2024,7,7,6,Wayang PLTBu,NTT,28,PLTB Turbine Vestas V120,Generator,141.72,Failed,2,PLTB,4,Overcast,15.3
948,948,2024-10-11 15:14:44.920375,2024,10,11,7,Sibayak,Banten,12,Steam Turbine BioSteam Z,Boiler,1814.18,Operational,5,PLTG,1,Clear,33.9
949,949,2025-03-11 22:38:44.920375,2025,3,11,22,Dieng,Sumatera Selatan,82,Wellhead Unit AlphaTherm,Condenser,356.85,Failed,4,PLTU,3,Cloudy,28.5
950,950,2025-02-15 23:24:44.920375,2025,2,15,20,Gunung Salak,Sulawesi Selatan,94,Pelletizer BioFuel,Boiler,1398.2,Standby,5,PLTG,3,Cloudy,20.0
951,951,2024-04-03 10:35:44.920375,2024,4,3,9,Ulumbu,Sulawesi Selatan,28,PLTB Turbine Vestas V120,Generator,998.12,Failed,2,PLTB,4,Overcast,38.3
952,952,2025-04-16 16:04:44.920375,2025,4,16,9,Ulumbu,Sulawesi Selatan,98,Wellhead Unit AlphaTherm,Steam Turbine,336.75,Operational,4,PLTU,5,Rain Showers,28.4
953,953,2024-09-02 07:56:44.920375,2024,9,2,21,Patuha,Lampung,12,Steam Turbine BioSteam Z,Boiler,340.26,Failed,5,PLTG,7,Foggy,34.2
954,954,2024-03-27 18:49:44.920375,2024,3,27,9,Ulumbu,Sulawesi Selatan,98,Wellhead Unit AlphaTherm,Steam Turbine,281.89,Maintenance,4,PLTU,1,Clear,23.3
955,955,2024-11-28 05:04:44.920375,2024,11,28,23,Sorik Marapi,Jawa Timur,63,Wellhead Unit AlphaTherm,Steam Turbine,749.3,Maintenance,4,PLTU,2,Partly Cloudy,39.2
956,956,2024-10-19 23:52:44.920375,2024,10,19,10,Mataloko,Lampung,60,Binary Cycle Plant GeoFlow,Heat Exchanger,1017.19,Maintenance,4,PLTU,3,Cloudy,20.8
957,957,2023-06-03 21:37:44.920375,2023,6,3,9,Ulumbu,Sulawesi Selatan,94,Pelletizer BioFuel,Boiler,1399.36,Operational,5,PLTG,7,Foggy,13.5
958,958,2023-07-22 22:26:44.920375,2023,7,22,10,Mataloko,Lampung,17,Cooling Tower GeoCool,Heat Exchanger,1220.9,Degraded,4,PLTU,5,Rain Showers,21.9
959,959,2024-12-10 16:22:44.920375,2024,12,10,21,Patuha,Lampung,13,PLTS Panel Array Alpha,Photovoltaic Panel,1908.49,Standby,1,PLTS,1,Clear,10.7
960,960,2024-11-12 11:22:44.920375,2024,11,12,8,Lahendong,DKI Jakarta,32,Pelletizer BioFuel,Turbine,519.68,Operational,5,PLTG,5,Rain Showers,10.3
961,961,2024-12-26 14:30:44.920375,2024,12,26,7,Sibayak,Banten,43,Binary Cycle Plant GeoFlow,Wellhead,584.96,Operational,4,PLTU,6,Thunderstorm,32.1
962,962,2025-01-02 20:16:44.920375,2025,1,2,13,Tanjung Jati B,Jawa Barat,4,Alternator PLTGGen Pro,Generator Set,1756.51,Maintenance,6,PLTG,8,Hazy,10.6
963,963,2024-11-03 09:44:44.920375,2024,11,3,4,Kamojang,Sumatera Utara,71,PLTG Boiler BioBurn R1,Feeder System,320.04,Failed,5,PLTG,4,Overcast,24.2
964,964,2024-11-11 20:28:44.920375,2024,11,11,5,Darajat,Sulawesi Utara,30,PLTG Generator CAT D1000,Generator Set,1553.86,Maintenance,6,PLTG,6,Thunderstorm,31.1
965,965,2023-08-18 04:36:44.920375,2023,8,18,14,Grati,Jawa Tengah,71,PLTG Boiler BioBurn R1,Feeder System,684.39,Degraded,5,PLTG,8,Hazy,35.2
966,966,2024-08-17 06:35:44.920375,2024,8,17,10,Mataloko,Lampung,94,Pelletizer BioFuel,Boiler,1741.47,Standby,5,PLTG,2,Partly Cloudy,32.8
967,967,2024-01-23 17:49:44.920375,2024,1,23,9,Ulumbu,Sulawesi Selatan,73,Wellhead Unit AlphaTherm,Steam Turbine,601.9,Degraded,4,PLTU,1,Clear,23.6
968,968,2023-07-15 06:11:44.920375,2023,7,15,22,Dieng,Sumatera Selatan,5,Pelletizer BioFuel,Gasifier,1920.75,Operational,5,PLTG,1,Clear,31.7
969,969,2025-04-07 01:16:44.920375,2025,4,7,25,Muara Laboh,Jawa Tengah,71,PLTG Boiler BioBurn R1,Feeder System,784.54,Standby,5,PLTG,7,Foggy,11.9
970,970,2023-11-12 18:04:44.920375,2023,11,12,17,Sidrap,NTT,68,Gearbox PLTBMaster,Gearbox,1768.39,Operational,2,PLTB,5,Rain Showers,17.1
971,971,2023-06-09 16:27:44.920375,2023,6,9,13,Tanjung Jati B,Jawa Barat,79,Pelletizer BioFuel,Feeder System,618.22,Operational,5,PLTG,8,Hazy,20.3
972,972,2024-09-21 08:49:44.920375,2024,9,21,12,Suralaya,Jawa Timur,55,PLTA Turbine T-Francis,Turbine,1345.64,Operational,3,PLTA,2,Partly Cloudy,39.9
973,973,2023-12-23 11:13:44.920375,2023,12,23,21,Patuha,Lampung,52,PLTG Boiler BioBurn R1,Gasifier,1364.78,Operational,5,PLTG,6,Thunderstorm,28.3
974,974,2024-06-06 17:36:44.920375,2024,6,6,16,Tambak Lorok,Sulawesi Utara,47,Fuel Tank PetroStore 50KL,Generator Set,1599.08,Failed,6,PLTG,7,Foggy,15.0
975,975,2024-12-27 22:17:44.920375,2024,12,27,11,Paiton,Sumatera Selatan,58,Steam Turbine GeoPower X1,Wellhead,1517.0,Failed,4,PLTU,5,Rain Showers,22.5
976,976,2023-08-11 04:23:44.920375,2023,8,11,10,Mataloko,Lampung,57,Gearbox PLTBMaster,Turbine,1359.75,Standby,2,PLTB,6,Thunderstorm,18.1
977,977,2023-08-04 20:57:44.920375,2023,8,4,4,Kamojang,Sumatera Utara,7,PLTS Panel Array Alpha,Mounting System,915.37,Operational,1,PLTS,3,Cloudy,31.4
978,978,2023-12-30 13:09:44.920375,2023,12,30,17,Sidrap,NTT,14,Central Inverter SunGrow,Photovoltaic Panel,863.46,Failed,1,PLTS,8,Hazy,35.5
979,979,2025-02-17 21:35:44.920375,2025,2,17,20,Gunung Salak,Sulawesi Selatan,25,Kaplan Turbine FlowMax,Penstock,1784.53,Standby,3,PLTA,4,Overcast,15.9
980,980,2024-03-25 08:33:44.920375,2024,3,25,1,Karangkates,Jawa Timur,81,PLTG Generator CAT D1000,Engine,514.6,Standby,6,PLTG,1,Clear,17.8
981,981,2025-01-03 13:16:44.920375,2025,1,3,8,Lahendong,DKI Jakarta,23,Generator PLTAGenX,Spillway Gate,1790.9,Operational,3,PLTA,8,Hazy,32.9
982,982,2023-08-11 02:13:44.920375,2023,8,11,20,Gunung Salak,Sulawesi Selatan,12,Steam Turbine BioSteam Z,Boiler,1896.08,Standby,5,PLTG,4,Overcast,22.1
983,983,2023-11-05 14:13:44.920375,2023,11,5,9,Ulumbu,Sulawesi Selatan,37,PLTB Turbine G100,Turbine,653.62,Degraded,2,PLTB,1,Clear,15.2
984,984,2025-04-30 14:26:44.920375,2025,4,30,16,Tambak Lorok,Sulawesi Utara,27,PLTS Panel Array Alpha,Mounting System,920.86,Failed,1,PLTS,4,Overcast,22.5
985,985,2024-08-30 17:18:44.920375,2024,8,30,4,Kamojang,Sumatera Utara,7,PLTS Panel Array Alpha,Mounting System,377.97,Failed,1,PLTS,1,Clear,12.9
986,986,2023-08-15 01:17:44.920375,2023,8,15,22,Dieng,Sumatera Selatan,9,Alternator PLTGGen Pro,Engine,1975.66,Maintenance,6,PLTG,1,Clear,23.1
987,987,2024-09-12 03:51:44.920375,2024,9,12,25,Muara Laboh,Jawa Tengah,52,PLTG Boiler BioBurn R1,Gasifier,1595.53,Standby,5,PLTG,6,Thunderstorm,22.2
988,988,2025-04-22 22:51:44.920375,2025,4,22,11,Paiton,Sumatera Selatan,97,Gearbox PLTBMaster,Gearbox,174.19,Maintenance,2,PLTB,7,Foggy,27.6
989,989,2023-10-13 22:21:44.920375,2023,10,13,14,Grati,Jawa Tengah,68,Gearbox PLTBMaster,Gearbox,273.41,Standby,2,PLTB,2,Partly Cloudy,38.0
990,990,2023-11-15 03:02:44.920375,2023,11,15,21,Patuha,Lampung,72,Cooling Tower GeoCool,Heat Exchanger,1383.01,Degraded,4,PLTU,8,Hazy,28.1
991,991,2024-04-26 14:41:44.920375,2024,4,26,7,Sibayak,Banten,7,PLTS Panel Array Alpha,Mounting System,781.08,Degraded,1,PLTS,1,Clear,39.8
992,992,2025-02-01 00:31:44.920375,2025,2,1,20,Gunung Salak,Sulawesi Selatan,19,PLTB Turbine Vestas V120,Turbine,101.24,Degraded,2,PLTB,3,Cloudy,12.5
993,993,2024-10-09 11:41:44.920375,2024,10,9,10,Mataloko,Lampung,74,Steam Turbine BioSteam Z,Gasifier,1803.59,Degraded,5,PLTG,4,Overcast,31.8
994,994,2023-08-05 17:21:44.920375,2023,8,5,8,Lahendong,DKI Jakarta,27,PLTS Panel Array Alpha,Mounting System,835.43,Operational,1,PLTS,1,Clear,27.4
995,995,2025-01-29 07:49:44.920375,2025,1,29,19,Likupang,DKI Jakarta,70,Steam Turbine GeoPower X1,Condenser,132.97,Operational,4,PLTU,4,Overcast,26.4
996,996,2023-06-10 12:00:44.920375,2023,6,10,7,Sibayak,Banten,67,Steam Turbine GeoPower X1,Wellhead,1876.47,Degraded,4,PLTU,2,Partly Cloudy,15.9
997,997,2023-10-17 16:57:44.920375,2023,10,17,8,Lahendong,DKI Jakarta,72,Cooling Tower GeoCool,Heat Exchanger,1856.77,Standby,4,PLTU,2,Partly Cloudy,32.4
998,998,2024-09-30 11:30:44.920375,2024,9,30,19,Likupang,DKI Jakarta,70,Steam Turbine GeoPower X1,Condenser,317.35,Failed,4,PLTU,6,Thunderstorm,27.4
999,999,2023-09-26 22:16:44.920375,2023,9,26,5,Darajat,Sulawesi Utara,56,Blade Set AeroPro,Generator,1364.86,Standby,2,PLTB,1,Clear,23.5
1000,1000,2023-12-07 22:44:44.920375,2023,12,7,23,Sorik Marapi,Jawa Timur,18,Gearbox PLTBMaster,Turbine,722.51,Degraded,2,PLTB,8,Hazy,23.1
